class_label,class_name,support,true_positives,false_positives,false_negatives,precision,recall,f1_score,error_rate
0,fake,190,140,144,50,0.49295774647887325,0.7368421052631579,0.5907172995780591,0.2631578947368421
1,real,240,96,50,144,0.6575342465753424,0.4,0.49740932642487046,0.6
