Model,ISOT_test_Macro_F1,FakeNewsAMT_Macro_F1,Macro_F1_gap,Macro_F1_gap_percentage_points,Macro_F1_relative_change_percent
RoBERTa,0.9997424774746806,0.5440633130014647,0.4556791644732159,45.567916447321586,45.579654234983366
