epoch,training_loss,seconds,global_optimizer_step,Accuracy,Precision,Recall,F1,Macro_F1,ROC_AUC,Fake_precision,Fake_recall,Fake_F1,Fake_support,Real_precision,Real_recall,Real_F1,Real_support
1,0.0039971209090688955,33072.83905300009,1955,0.9997442455242966,0.9997642621404997,0.9997206703910615,0.999742399449644,0.999742399449644,0.999999736481501,1.0,0.9994413407821229,0.9997205923442303,1790,0.9995285242809995,1.0,0.9997642065550578,2120
2,0.0011877115044142583,43971.65092839999,3910,0.9997442455242966,0.9997642621404997,0.9997206703910615,0.999742399449644,0.999742399449644,0.9999997364815011,1.0,0.9994413407821229,0.9997205923442303,1790,0.9995285242809995,1.0,0.9997642065550578,2120
